image_name,tags
test_26761,clear primary
test_26762,clear primary road water
test_26763,clear primary road agriculture
test_26764,primary partly_cloudy
test_26765,clear primary
test_26766,clear primary
test_26767,clear primary
test_26768,clear primary
test_26769,clear primary
test_26770,clear primary
test_26771,clear primary road agriculture
test_26772,clear primary water
test_26773,clear primary agriculture
test_26774,clear primary
test_26775,clear primary
test_26776,primary partly_cloudy
test_26777,clear road habitation
test_26778,primary haze
test_26779,primary haze
test_26780,clear primary road
test_26781,clear primary road agriculture
test_26782,clear primary
test_26783,clear primary road agriculture
test_26784,clear primary agriculture
test_26785,clear primary agriculture
test_26786,cloudy
test_26787,clear primary
test_26788,clear primary
test_26789,cloudy
test_26790,clear primary road habitation agriculture
test_26791,primary partly_cloudy
test_26792,clear primary agriculture water
test_26793,clear primary road habitation agriculture
test_26794,clear primary
test_26795,clear primary
test_26796,clear primary
test_26797,clear primary road agriculture
test_26798,primary partly_cloudy
test_26799,clear primary
test_26800,clear primary agriculture
test_26801,clear primary road agriculture
test_26802,clear primary water
test_26803,clear primary
test_26804,clear primary agriculture water
test_26805,primary partly_cloudy
test_26806,primary partly_cloudy
test_26807,clear primary agriculture
test_26808,primary partly_cloudy
test_26809,clear primary water
test_26810,clear primary road habitation agriculture
test_26811,clear primary
test_26812,clear road water
test_26813,primary road partly_cloudy
test_26814,clear primary road habitation agriculture
test_26815,clear primary haze
test_26816,primary agriculture water
test_26817,clear primary
test_26818,clear primary
test_26819,clear primary road agriculture
test_26820,primary partly_cloudy
test_26821,cloudy
test_26822,clear primary
test_26823,primary road agriculture
test_26824,clear primary agriculture water
test_26825,clear primary
test_26826,clear primary road agriculture
test_26827,primary haze
test_26828,clear primary
test_26829,clear primary water
test_26830,primary partly_cloudy
test_26831,clear primary road habitation agriculture
test_26832,clear primary road water
test_26833,clear primary agriculture
test_26834,primary haze
test_26835,primary agriculture partly_cloudy
test_26836,clear primary
test_26837,clear primary road agriculture
test_26838,clear primary
test_26839,clear primary water partly_cloudy
test_26840,clear primary water
test_26841,clear primary
test_26842,clear primary
test_26843,primary road agriculture partly_cloudy
test_26844,clear primary road agriculture
test_26845,clear primary
test_26846,clear primary agriculture water
test_26847,clear primary
test_26848,clear primary water
test_26849,clear primary
test_26850,primary partly_cloudy
test_26851,primary road agriculture partly_cloudy
test_26852,clear primary
test_26853,clear primary road habitation agriculture
test_26854,primary partly_cloudy
test_26855,clear primary
test_26856,clear primary
test_26857,clear primary
test_26858,clear primary
test_26859,cloudy
test_26860,clear primary
test_26861,clear primary
test_26862,primary partly_cloudy
test_26863,clear primary
test_26864,primary partly_cloudy
test_26865,clear primary
test_26866,clear primary agriculture water
test_26867,clear primary
test_26868,primary partly_cloudy
test_26869,clear primary
test_26870,cloudy
test_26871,clear primary
test_26872,primary partly_cloudy
test_26873,clear primary water
test_26874,primary road agriculture water partly_cloudy
test_26875,cloudy
test_26876,primary partly_cloudy
test_26877,primary partly_cloudy
test_26878,clear primary road agriculture
test_26879,primary road agriculture partly_cloudy
test_26880,primary partly_cloudy
test_26881,clear primary
test_26882,primary water partly_cloudy
test_26883,clear primary
test_26884,clear primary agriculture
test_26885,clear primary agriculture
test_26886,clear primary
test_26887,primary haze
test_26888,primary partly_cloudy
test_26889,clear primary road habitation agriculture
test_26890,clear primary road agriculture water
test_26891,clear primary water
test_26892,primary agriculture partly_cloudy
test_26893,primary haze
test_26894,clear primary
test_26895,clear primary
test_26896,clear primary
test_26897,clear primary agriculture
test_26898,clear primary
test_26899,clear primary
test_26900,primary haze water
test_26901,clear primary
test_26902,primary partly_cloudy
test_26903,clear primary
test_26904,cloudy
test_26905,primary haze agriculture
test_26906,cloudy water
test_26907,clear primary
test_26908,primary water partly_cloudy
test_26909,primary partly_cloudy
test_26910,clear primary agriculture
test_26911,clear primary agriculture
test_26912,primary agriculture
test_26913,clear primary road agriculture
test_26914,clear primary road agriculture water
test_26915,primary partly_cloudy
test_26916,primary partly_cloudy
test_26917,clear primary
test_26918,primary partly_cloudy
test_26919,clear primary
test_26920,primary partly_cloudy
test_26921,clear primary agriculture
test_26922,primary partly_cloudy
test_26923,clear primary road habitation agriculture
test_26924,clear primary
test_26925,clear primary road habitation agriculture
test_26926,clear primary
test_26927,clear primary
test_26928,clear primary
test_26929,primary road agriculture partly_cloudy
test_26930,clear primary
test_26931,cloudy
test_26932,clear primary
test_26933,clear primary water
test_26934,primary partly_cloudy
test_26935,clear primary road agriculture
test_26936,primary partly_cloudy
test_26937,clear primary
test_26938,primary haze
test_26939,primary haze partly_cloudy
test_26940,clear primary road water
test_26941,clear primary water
test_26942,clear primary
test_26943,clear primary
test_26944,clear primary
test_26945,primary haze
test_26946,clear primary
test_26947,primary agriculture partly_cloudy
test_26948,clear primary
test_26949,clear primary water
test_26950,primary road agriculture partly_cloudy
test_26951,clear primary water
test_26952,clear primary water
test_26953,clear primary agriculture water
test_26954,clear primary road habitation agriculture
test_26955,clear primary agriculture
test_26956,clear primary water
test_26957,clear primary
test_26958,clear primary water
test_26959,clear primary water
test_26960,cloudy
test_26961,clear primary
test_26962,clear primary
test_26963,clear primary road agriculture
test_26964,clear primary water
test_26965,primary partly_cloudy
test_26966,clear primary
test_26967,primary agriculture partly_cloudy
test_26968,primary agriculture partly_cloudy
test_26969,clear primary
test_26970,clear primary
test_26971,clear primary agriculture
test_26972,clear primary road agriculture
test_26973,primary partly_cloudy
test_26974,primary water partly_cloudy
test_26975,clear primary road agriculture water
test_26976,primary water
test_26977,primary road agriculture partly_cloudy
test_26978,primary haze partly_cloudy
test_26979,primary water partly_cloudy
test_26980,clear primary agriculture
test_26981,primary haze
test_26982,clear primary
test_26983,clear primary road agriculture
test_26984,clear primary
test_26985,clear primary road habitation
test_26986,clear primary cultivation agriculture
test_26987,clear primary
test_26988,primary road agriculture water partly_cloudy
test_26989,clear primary
test_26990,clear primary
test_26991,clear primary
test_26992,primary partly_cloudy
test_26993,clear primary road habitation
test_26994,clear primary water
test_26995,primary partly_cloudy
test_26996,clear primary road agriculture
test_26997,primary partly_cloudy
test_26998,cloudy
test_26999,clear primary
test_27000,primary road agriculture partly_cloudy
test_27001,clear primary agriculture
test_27002,clear primary road agriculture
test_27003,clear primary
test_27004,clear primary
test_27005,primary partly_cloudy
test_27006,clear primary road agriculture
test_27007,primary partly_cloudy
test_27008,clear primary
test_27009,clear primary
test_27010,clear primary
test_27011,primary partly_cloudy
test_27012,clear primary water
test_27013,clear primary
test_27014,clear primary
test_27015,clear primary agriculture
test_27016,primary haze
test_27017,clear primary
test_27018,clear primary water partly_cloudy
test_27019,clear primary agriculture
test_27020,clear primary
test_27021,primary partly_cloudy
test_27022,clear primary water
test_27023,primary haze
test_27024,clear primary partly_cloudy
test_27025,clear primary road agriculture water
test_27026,clear primary
test_27027,primary haze
test_27028,clear primary agriculture
test_27029,clear primary road agriculture
test_27030,clear primary
test_27031,clear primary road water
test_27032,clear primary agriculture
test_27033,primary
test_27034,primary water partly_cloudy
test_27035,clear primary
test_27036,clear primary
test_27037,clear primary
test_27038,primary road haze agriculture water
test_27039,clear primary
test_27040,clear primary agriculture water
test_27041,clear primary water
test_27042,clear primary
test_27043,clear primary
test_27044,clear primary
test_27045,clear primary
test_27046,clear primary
test_27047,primary partly_cloudy
test_27048,clear primary
test_27049,clear primary
test_27050,clear primary
test_27051,clear primary
test_27052,clear primary road agriculture
test_27053,clear primary
test_27054,primary haze
test_27055,clear primary
test_27056,clear primary water
test_27057,clear primary
test_27058,clear primary
test_27059,clear primary
test_27060,clear primary road agriculture water
test_27061,primary haze
test_27062,clear primary
test_27063,clear primary road habitation agriculture
test_27064,clear primary
test_27065,primary partly_cloudy
test_27066,clear primary
test_27067,clear primary
test_27068,clear primary
test_27069,clear primary road habitation
test_27070,clear primary
test_27071,clear primary road agriculture
test_27072,clear primary
test_27073,clear primary
test_27074,clear primary
test_27075,primary agriculture
test_27076,
test_27077,primary partly_cloudy
test_27078,clear primary
test_27079,primary partly_cloudy
test_27080,clear primary
test_27081,cloudy
test_27082,primary partly_cloudy
test_27083,primary haze
test_27084,clear primary
test_27085,clear primary haze water
test_27086,primary partly_cloudy
test_27087,clear primary
test_27088,clear primary
test_27089,clear primary road agriculture
test_27090,clear primary haze
test_27091,clear primary
test_27092,clear primary agriculture
test_27093,clear primary
test_27094,clear primary
test_27095,clear primary
test_27096,clear primary road agriculture water
test_27097,clear primary
test_27098,clear primary
test_27099,clear primary
test_27100,cloudy
test_27101,clear primary road agriculture
test_27102,primary road agriculture partly_cloudy
test_27103,cloudy
test_27104,clear primary road agriculture
test_27105,clear primary
test_27106,primary haze
test_27107,clear primary
test_27108,clear primary road
test_27109,clear primary
test_27110,cloudy
test_27111,clear primary
test_27112,clear primary
test_27113,primary road agriculture partly_cloudy
test_27114,clear primary
test_27115,clear primary
test_27116,clear primary agriculture water
test_27117,primary haze
test_27118,clear primary
test_27119,clear primary
test_27120,primary road agriculture water partly_cloudy
test_27121,clear primary
test_27122,clear primary
test_27123,primary water partly_cloudy
test_27124,clear primary road water
test_27125,clear primary
test_27126,primary partly_cloudy
test_27127,clear primary
test_27128,primary haze
test_27129,clear primary water
test_27130,primary partly_cloudy
test_27131,cloudy
test_27132,clear primary
test_27133,cloudy
test_27134,primary water
test_27135,clear primary water
test_27136,clear primary agriculture
test_27137,clear primary agriculture
test_27138,clear primary agriculture
test_27139,clear primary
test_27140,cloudy partly_cloudy
test_27141,clear primary
test_27142,clear primary road habitation agriculture
test_27143,primary haze
test_27144,primary agriculture partly_cloudy
test_27145,clear primary
test_27146,clear primary
test_27147,clear primary
test_27148,clear primary road artisinal_mine habitation water
test_27149,clear primary
test_27150,clear primary agriculture
test_27151,cloudy
test_27152,clear primary road habitation agriculture
test_27153,clear primary agriculture water
test_27154,primary partly_cloudy
test_27155,clear primary
test_27156,primary partly_cloudy
test_27157,clear cloudy water
test_27158,clear primary road agriculture
test_27159,clear primary
test_27160,primary partly_cloudy
test_27161,clear primary
test_27162,primary partly_cloudy
test_27163,clear primary
test_27164,cloudy partly_cloudy
test_27165,cloudy
test_27166,clear primary
test_27167,clear primary
test_27168,clear primary
test_27169,clear primary
test_27170,clear primary cultivation habitation agriculture water
test_27171,clear primary
test_27172,clear primary water
test_27173,clear primary
test_27174,clear primary
test_27175,primary partly_cloudy
test_27176,primary road agriculture partly_cloudy
test_27177,clear primary road habitation agriculture
test_27178,clear primary
test_27179,clear primary road habitation agriculture water
test_27180,clear primary road agriculture
test_27181,primary water partly_cloudy
test_27182,clear primary
test_27183,clear primary
test_27184,clear primary
test_27185,cloudy
test_27186,clear primary
test_27187,clear primary
test_27188,clear primary
test_27189,clear primary haze
test_27190,primary partly_cloudy
test_27191,clear primary road agriculture water
test_27192,primary partly_cloudy
test_27193,clear primary
test_27194,clear primary
test_27195,clear primary
test_27196,primary partly_cloudy
test_27197,primary haze
test_27198,primary partly_cloudy
test_27199,clear primary road habitation agriculture
test_27200,clear primary road agriculture
test_27201,primary haze
test_27202,primary partly_cloudy
test_27203,primary agriculture partly_cloudy
test_27204,clear primary road habitation agriculture
test_27205,clear primary agriculture
test_27206,primary haze
test_27207,clear primary
test_27208,clear primary water
test_27209,clear primary water
test_27210,clear primary
test_27211,clear primary road agriculture
test_27212,clear primary
test_27213,primary partly_cloudy
test_27214,primary partly_cloudy
test_27215,clear primary
test_27216,primary partly_cloudy
test_27217,clear primary road agriculture
test_27218,clear primary
test_27219,clear primary
test_27220,clear primary
test_27221,primary partly_cloudy
test_27222,clear primary
test_27223,clear primary
test_27224,clear primary road agriculture
test_27225,cloudy
test_27226,primary partly_cloudy
test_27227,clear primary
test_27228,primary partly_cloudy
test_27229,primary partly_cloudy
test_27230,clear primary
test_27231,clear primary
test_27232,clear primary agriculture
test_27233,clear primary
test_27234,clear primary
test_27235,clear primary
test_27236,clear primary
test_27237,primary partly_cloudy
test_27238,primary partly_cloudy
test_27239,clear primary
test_27240,clear primary
test_27241,clear primary agriculture
test_27242,primary haze
test_27243,clear primary
test_27244,clear primary agriculture water
test_27245,primary agriculture partly_cloudy
test_27246,clear primary
test_27247,clear primary
test_27248,clear primary
test_27249,clear primary road artisinal_mine habitation water
test_27250,primary haze
test_27251,clear primary road habitation agriculture
test_27252,primary partly_cloudy
test_27253,clear primary
test_27254,clear primary
test_27255,primary agriculture partly_cloudy
test_27256,primary agriculture partly_cloudy
test_27257,cloudy
test_27258,clear primary
test_27259,clear primary
test_27260,clear primary road agriculture
test_27261,clear primary
test_27262,primary road agriculture partly_cloudy
test_27263,primary partly_cloudy
test_27264,
test_27265,clear primary
test_27266,primary partly_cloudy
test_27267,clear primary
test_27268,clear primary agriculture
test_27269,clear primary road agriculture water
test_27270,clear primary road habitation agriculture
test_27271,clear primary
test_27272,clear primary
test_27273,primary road agriculture partly_cloudy
test_27274,primary partly_cloudy
test_27275,clear primary
test_27276,clear primary road agriculture
test_27277,clear primary agriculture
test_27278,primary haze
test_27279,clear primary agriculture
test_27280,clear primary
test_27281,primary partly_cloudy
test_27282,clear primary road habitation agriculture
test_27283,clear primary
test_27284,clear primary
test_27285,clear primary agriculture
test_27286,clear primary road water
test_27287,clear primary
test_27288,primary haze
test_27289,clear primary road agriculture
test_27290,clear primary road agriculture
test_27291,clear primary
test_27292,clear primary agriculture
test_27293,clear primary road agriculture
test_27294,clear primary road habitation agriculture
test_27295,primary haze
test_27296,clear primary
test_27297,clear primary
test_27298,clear primary water
test_27299,clear primary
test_27300,cloudy
test_27301,clear primary
test_27302,primary partly_cloudy
test_27303,clear primary road agriculture
test_27304,clear primary road habitation agriculture
test_27305,clear primary water
test_27306,primary partly_cloudy
test_27307,clear primary
test_27308,clear primary
test_27309,clear primary
test_27310,clear primary road habitation agriculture
test_27311,cloudy
test_27312,clear primary agriculture
test_27313,cloudy
test_27314,water
test_27315,primary partly_cloudy
test_27316,clear primary
test_27317,clear primary road water partly_cloudy
test_27318,clear primary
test_27319,primary
test_27320,primary partly_cloudy
test_27321,primary partly_cloudy
test_27322,clear primary road habitation agriculture
test_27323,primary road agriculture partly_cloudy
test_27324,primary partly_cloudy
test_27325,clear primary
test_27326,clear primary
test_27327,clear primary
test_27328,clear primary road agriculture
test_27329,clear primary
test_27330,clear primary
test_27331,clear primary
test_27332,clear primary road agriculture
test_27333,clear primary water
test_27334,primary haze
test_27335,primary road agriculture partly_cloudy
test_27336,primary water
test_27337,clear primary agriculture water
test_27338,primary road agriculture partly_cloudy
test_27339,clear primary cultivation agriculture
test_27340,clear primary
test_27341,clear primary
test_27342,clear primary road agriculture
test_27343,clear primary water
test_27344,clear primary
test_27345,clear primary water
test_27346,clear primary water
test_27347,clear primary
test_27348,cloudy
test_27349,clear primary
test_27350,clear primary water
test_27351,clear primary
test_27352,clear primary agriculture water
test_27353,clear primary
test_27354,cloudy
test_27355,primary partly_cloudy
test_27356,clear primary water
test_27357,primary partly_cloudy
test_27358,clear primary
test_27359,clear primary water
test_27360,clear primary
test_27361,primary water
test_27362,clear primary
test_27363,clear primary
test_27364,clear primary
test_27365,clear primary road habitation agriculture
test_27366,clear primary
test_27367,cloudy
test_27368,clear primary
test_27369,clear primary
test_27370,clear primary
test_27371,clear primary
test_27372,clear
test_27373,clear primary water
test_27374,clear primary road agriculture
test_27375,clear primary road agriculture
test_27376,clear primary agriculture
test_27377,clear primary cultivation
test_27378,clear primary
test_27379,clear primary
test_27380,clear primary
test_27381,primary partly_cloudy
test_27382,clear primary agriculture
test_27383,clear primary
test_27384,primary partly_cloudy
test_27385,clear primary
test_27386,clear primary
test_27387,clear primary road agriculture
test_27388,clear primary
test_27389,primary partly_cloudy
test_27390,clear primary road habitation agriculture
test_27391,clear primary agriculture water
test_27392,clear primary road agriculture
test_27393,clear primary
test_27394,clear primary
test_27395,clear primary water
test_27396,primary partly_cloudy
test_27397,clear primary water
test_27398,primary partly_cloudy
test_27399,clear primary
test_27400,cloudy
test_27401,clear primary
test_27402,clear primary
test_27403,clear primary
test_27404,clear primary
test_27405,clear primary road agriculture
test_27406,clear primary agriculture
test_27407,clear primary
test_27408,clear primary
test_27409,cloudy
test_27410,clear primary
test_27411,clear primary road agriculture
test_27412,clear primary agriculture
test_27413,primary partly_cloudy
test_27414,clear primary
test_27415,primary partly_cloudy
test_27416,clear primary
test_27417,primary road agriculture water partly_cloudy
test_27418,primary agriculture
test_27419,cloudy
test_27420,clear primary
test_27421,clear primary
test_27422,clear primary agriculture
test_27423,clear primary
test_27424,clear primary
test_27425,clear primary agriculture water
test_27426,clear primary road agriculture
test_27427,primary partly_cloudy
test_27428,clear primary water
test_27429,clear primary cultivation agriculture
test_27430,clear primary
test_27431,clear primary
test_27432,clear primary
test_27433,clear primary
test_27434,clear primary water
test_27435,clear primary road agriculture
test_27436,clear primary road agriculture
test_27437,clear primary
test_27438,clear primary road agriculture water
test_27439,primary partly_cloudy
test_27440,primary road agriculture partly_cloudy
test_27441,clear primary road water
test_27442,clear primary water
test_27443,clear primary
test_27444,primary partly_cloudy
test_27445,clear primary road agriculture
test_27446,clear primary
test_27447,clear primary
test_27448,clear primary water
test_27449,clear primary
test_27450,primary partly_cloudy
test_27451,clear primary
test_27452,clear primary water
test_27453,primary haze
test_27454,clear primary
test_27455,clear primary
test_27456,clear primary
test_27457,clear primary
test_27458,clear primary road habitation agriculture
test_27459,clear primary
test_27460,clear primary
test_27461,clear primary road agriculture
test_27462,clear primary
test_27463,clear primary
test_27464,primary partly_cloudy
test_27465,cloudy
test_27466,clear primary
test_27467,clear primary water
test_27468,clear primary water
test_27469,clear primary
test_27470,primary partly_cloudy
test_27471,clear primary
test_27472,clear primary road agriculture
test_27473,clear primary cultivation agriculture
test_27474,clear primary water
test_27475,clear primary
test_27476,clear primary
test_27477,clear primary road agriculture water
test_27478,clear primary
test_27479,clear primary water
test_27480,cloudy
test_27481,clear primary road agriculture
test_27482,clear primary road agriculture
test_27483,clear primary
test_27484,clear primary
test_27485,clear primary
test_27486,clear primary
test_27487,clear primary water
test_27488,clear primary
test_27489,primary partly_cloudy
test_27490,clear primary
test_27491,clear primary
test_27492,
test_27493,clear primary
test_27494,primary agriculture partly_cloudy
test_27495,clear primary water
test_27496,clear primary road habitation
test_27497,primary partly_cloudy
test_27498,clear primary
test_27499,primary partly_cloudy
test_27500,water
test_27501,clear primary
test_27502,primary partly_cloudy
test_27503,clear primary road habitation agriculture
test_27504,clear primary road agriculture
test_27505,clear primary agriculture
test_27506,cloudy
test_27507,primary partly_cloudy
test_27508,clear primary agriculture
test_27509,clear primary road water
test_27510,clear primary
test_27511,primary partly_cloudy
test_27512,clear primary road habitation agriculture
test_27513,clear primary
test_27514,cloudy
test_27515,water
test_27516,primary partly_cloudy
test_27517,clear primary
test_27518,clear primary
test_27519,primary water partly_cloudy
test_27520,cloudy
test_27521,primary partly_cloudy
test_27522,clear primary
test_27523,clear primary
test_27524,clear primary road agriculture
test_27525,clear primary
test_27526,primary haze
test_27527,clear primary
test_27528,primary water partly_cloudy
test_27529,clear primary
test_27530,clear primary agriculture
test_27531,clear primary road water
test_27532,clear primary
test_27533,clear primary agriculture
test_27534,clear primary agriculture
test_27535,primary partly_cloudy
test_27536,clear primary
test_27537,water
test_27538,clear primary
test_27539,clear water
test_27540,primary water partly_cloudy
test_27541,clear primary
test_27542,clear primary
test_27543,clear primary
test_27544,clear primary
test_27545,clear primary agriculture water
test_27546,clear primary
test_27547,primary
test_27548,clear primary
test_27549,clear primary
test_27550,clear primary road agriculture
test_27551,cloudy
test_27552,clear primary
test_27553,clear primary
test_27554,clear primary
test_27555,clear primary
test_27556,primary partly_cloudy
test_27557,clear primary road artisinal_mine water
test_27558,clear primary water
test_27559,primary partly_cloudy
test_27560,clear primary road agriculture
test_27561,clear primary water
test_27562,clear primary road habitation partly_cloudy
test_27563,clear primary
test_27564,clear primary
test_27565,primary road agriculture partly_cloudy
test_27566,clear primary agriculture
test_27567,clear primary partly_cloudy
test_27568,clear primary road habitation agriculture
test_27569,primary haze
test_27570,primary haze
test_27571,clear primary agriculture water
test_27572,clear primary road habitation water
test_27573,clear primary
test_27574,primary partly_cloudy
test_27575,clear primary
test_27576,clear primary
test_27577,clear primary water
test_27578,clear primary
test_27579,primary haze
test_27580,primary partly_cloudy
test_27581,clear primary
test_27582,clear primary
test_27583,primary partly_cloudy
test_27584,clear primary
test_27585,clear primary water
test_27586,clear primary agriculture
test_27587,primary partly_cloudy
test_27588,clear primary
test_27589,clear primary
test_27590,clear primary agriculture
test_27591,clear primary road habitation agriculture
test_27592,primary agriculture partly_cloudy
test_27593,clear primary agriculture water
test_27594,clear primary agriculture
test_27595,clear primary agriculture
test_27596,primary partly_cloudy
test_27597,clear primary agriculture
test_27598,clear primary road agriculture
test_27599,clear primary
test_27600,cloudy
test_27601,clear primary agriculture
test_27602,clear primary agriculture
test_27603,clear primary cultivation agriculture
test_27604,clear primary
test_27605,clear primary
test_27606,clear primary road water
test_27607,clear primary
test_27608,clear primary
test_27609,clear primary
test_27610,clear primary agriculture
test_27611,clear primary
test_27612,clear primary road habitation agriculture
test_27613,clear primary
test_27614,primary haze agriculture
test_27615,clear primary road agriculture
test_27616,clear primary road habitation agriculture
test_27617,clear primary road habitation agriculture
test_27618,primary road agriculture partly_cloudy
test_27619,primary partly_cloudy
test_27620,clear primary
test_27621,clear primary
test_27622,clear primary
test_27623,primary partly_cloudy
test_27624,clear primary
test_27625,clear primary
test_27626,clear primary road agriculture
test_27627,clear primary
test_27628,clear primary
test_27629,clear primary
test_27630,clear primary
test_27631,clear primary
test_27632,clear primary agriculture
test_27633,clear primary water
test_27634,clear primary
test_27635,clear primary water
test_27636,cloudy
test_27637,primary partly_cloudy
test_27638,clear primary road habitation agriculture
test_27639,clear primary agriculture water
test_27640,clear primary road habitation
test_27641,primary haze
test_27642,clear primary agriculture
test_27643,clear primary road agriculture
test_27644,primary partly_cloudy
test_27645,clear primary road agriculture
test_27646,clear primary road habitation agriculture
test_27647,clear primary water
test_27648,clear primary haze
test_27649,clear primary road habitation agriculture
test_27650,clear primary
test_27651,primary partly_cloudy
test_27652,clear primary
test_27653,clear primary
test_27654,primary haze
test_27655,primary road agriculture
test_27656,clear primary
test_27657,clear road habitation
test_27658,clear primary
test_27659,primary water
test_27660,clear primary road agriculture water
test_27661,primary partly_cloudy
test_27662,clear primary
test_27663,clear primary road habitation agriculture
test_27664,primary partly_cloudy
test_27665,clear primary agriculture
test_27666,clear primary
test_27667,clear primary
test_27668,clear primary
test_27669,clear primary
test_27670,clear primary
test_27671,clear primary water
test_27672,primary partly_cloudy
test_27673,primary
test_27674,clear primary
test_27675,cloudy
test_27676,clear primary
test_27677,clear primary agriculture water
test_27678,clear primary road habitation
test_27679,clear primary
test_27680,primary haze agriculture water
test_27681,primary partly_cloudy
test_27682,primary water
test_27683,cloudy
test_27684,primary partly_cloudy
test_27685,primary haze
test_27686,clear primary
test_27687,primary haze
test_27688,primary
test_27689,primary partly_cloudy
test_27690,primary partly_cloudy
test_27691,clear primary road habitation agriculture
test_27692,cloudy
test_27693,clear primary
test_27694,clear primary
test_27695,clear primary road agriculture
test_27696,clear primary water
test_27697,clear primary road habitation agriculture
test_27698,clear primary water
test_27699,primary partly_cloudy
test_27700,primary haze
test_27701,clear primary
test_27702,clear primary
test_27703,clear primary
test_27704,clear primary
test_27705,primary water partly_cloudy
test_27706,cloudy
test_27707,clear primary road agriculture
test_27708,cloudy
test_27709,clear water
test_27710,clear primary
test_27711,clear primary agriculture water
test_27712,clear primary agriculture
test_27713,cloudy
test_27714,clear primary
test_27715,clear primary road agriculture
test_27716,primary partly_cloudy
test_27717,primary haze agriculture water
test_27718,clear primary
test_27719,clear primary
test_27720,clear primary
test_27721,primary haze
test_27722,clear primary agriculture water
test_27723,clear primary agriculture
test_27724,clear primary agriculture
test_27725,clear primary
test_27726,clear primary
test_27727,clear primary agriculture
test_27728,clear primary
test_27729,clear primary
test_27730,clear primary
test_27731,cloudy
test_27732,clear primary
test_27733,clear primary road agriculture
test_27734,clear primary road agriculture water
test_27735,clear primary
test_27736,clear primary
test_27737,clear primary artisinal_mine water
test_27738,primary partly_cloudy
test_27739,clear primary agriculture
test_27740,clear primary
test_27741,clear primary water
test_27742,primary haze
test_27743,clear primary
test_27744,clear primary road agriculture
test_27745,clear primary
test_27746,clear primary
test_27747,clear primary
test_27748,clear primary
test_27749,clear primary artisinal_mine water
test_27750,clear primary
test_27751,cloudy
test_27752,primary haze
test_27753,clear primary agriculture
test_27754,clear primary road agriculture
test_27755,primary agriculture
test_27756,clear primary
test_27757,clear primary
test_27758,clear primary water
test_27759,clear primary
test_27760,clear primary agriculture
test_27761,clear primary
test_27762,clear primary
test_27763,clear primary road agriculture
test_27764,clear primary
test_27765,clear primary road water
test_27766,primary road agriculture partly_cloudy
test_27767,cloudy
test_27768,clear primary
test_27769,clear primary
test_27770,primary partly_cloudy
test_27771,clear primary
test_27772,cloudy
test_27773,clear primary
test_27774,clear primary
test_27775,clear primary
test_27776,clear primary road agriculture water
test_27777,clear primary agriculture
test_27778,cloudy
test_27779,clear primary water partly_cloudy
test_27780,clear primary
test_27781,clear primary
test_27782,clear primary
test_27783,primary partly_cloudy
test_27784,clear primary
test_27785,clear primary road habitation agriculture
test_27786,primary water partly_cloudy
test_27787,clear primary road agriculture
test_27788,clear primary
test_27789,clear road habitation
test_27790,clear primary
test_27791,primary haze
test_27792,clear primary
test_27793,clear primary
test_27794,clear primary road habitation agriculture
test_27795,clear primary agriculture
test_27796,clear primary road agriculture
test_27797,clear primary
test_27798,clear primary road agriculture
test_27799,primary partly_cloudy
test_27800,clear primary water
test_27801,clear primary
test_27802,clear primary
test_27803,clear primary road agriculture
test_27804,primary partly_cloudy
test_27805,primary water partly_cloudy
test_27806,clear primary road agriculture
test_27807,clear primary road habitation agriculture
test_27808,clear primary road habitation agriculture
test_27809,primary partly_cloudy
test_27810,clear primary
test_27811,clear primary cultivation agriculture
test_27812,primary partly_cloudy
test_27813,clear primary road habitation agriculture
test_27814,primary partly_cloudy
test_27815,primary road agriculture partly_cloudy
test_27816,clear primary
test_27817,clear primary water
test_27818,primary haze
test_27819,clear primary
test_27820,primary haze
test_27821,clear primary
test_27822,clear primary
test_27823,clear primary agriculture
test_27824,clear primary road habitation agriculture
test_27825,primary haze
test_27826,clear primary
test_27827,primary agriculture partly_cloudy
test_27828,clear primary
test_27829,primary partly_cloudy
test_27830,clear primary
test_27831,clear primary
test_27832,clear primary
test_27833,clear primary
test_27834,clear primary
test_27835,clear primary agriculture
test_27836,clear primary road agriculture
test_27837,primary partly_cloudy
test_27838,clear primary road agriculture
test_27839,clear primary
test_27840,clear primary
test_27841,clear primary
test_27842,primary partly_cloudy
test_27843,clear primary
test_27844,clear primary
test_27845,clear primary
test_27846,clear primary
test_27847,clear primary
test_27848,clear primary road habitation agriculture
test_27849,clear primary road agriculture
test_27850,primary agriculture
test_27851,primary agriculture partly_cloudy
test_27852,primary partly_cloudy
test_27853,primary partly_cloudy
test_27854,clear primary
test_27855,clear primary
test_27856,clear primary
test_27857,clear primary road habitation agriculture
test_27858,clear primary
test_27859,clear primary
test_27860,primary partly_cloudy
test_27861,clear primary agriculture
test_27862,clear primary agriculture
test_27863,clear primary
test_27864,clear primary road agriculture water
test_27865,primary agriculture partly_cloudy
test_27866,clear primary
test_27867,clear primary road agriculture
test_27868,primary agriculture water
test_27869,clear primary
test_27870,clear primary
test_27871,clear primary
test_27872,clear primary
test_27873,primary partly_cloudy
test_27874,clear primary
test_27875,clear primary
test_27876,clear primary agriculture
test_27877,primary
test_27878,clear primary
test_27879,cloudy
test_27880,primary partly_cloudy
test_27881,primary partly_cloudy
test_27882,clear primary road habitation agriculture
test_27883,clear primary agriculture
test_27884,clear primary
